HTS Number,Country,District,Year,Month,calculated_duties,charges_ins_freight,customs_value,landed_duty_paid,qty_first_kilograms,qty_first_number,qty_second_kilograms,kg_total,date,usd_per_kg_landed,baseline,price_ratio,price_outlier
730630,Brazil,"Boston, MA",2025,January,0,278,28706,28984,21913.0,0.0,0.0,21913.0,2025-01-01,1.3226851640578652,1.8192291676305927,0.7270580241303858,False
730630,Brazil,"Chicago, IL",2022,January,0,38088,211561,249649,81042.0,0.0,0.0,81042.0,2022-01-01,3.0804891290935563,2.3530652440852995,1.3091388506275892,False
730630,Brazil,"Chicago, IL",2022,February,0,772,16400,17172,10483.0,0.0,0.0,10483.0,2022-02-01,1.6380807020890966,2.7716677981443767,0.591009031885346,False
730630,Brazil,"Chicago, IL",2022,April,0,2500,21996,24496,8838.0,0.0,0.0,8838.0,2022-04-01,2.7716677981443767,2.7716677981443767,1.0,False
730630,Brazil,"Chicago, IL",2022,July,0,20000,246552,266552,76225.0,0.0,0.0,76225.0,2022-07-01,3.496910462446704,3.612109692182771,0.9681074940815396,False
730630,Brazil,"Chicago, IL",2023,January,0,500,22481,22981,8731.0,0.0,0.0,8731.0,2023-01-01,2.6321154506929334,2.765389896046401,0.951806273124811,False
730630,Brazil,"Chicago, IL",2023,April,0,106,7100,7206,430.0,0.0,0.0,430.0,2023-04-01,16.75813953488372,2.765389896046401,6.059955436606735,True
730630,Brazil,"Chicago, IL",2023,August,0,2926,150600,153526,4974.0,0.0,0.0,4974.0,2023-08-01,30.86570164857258,2.765389896046401,11.161428517801555,True
730630,Brazil,"El Paso, TX",2026,June,7012,198,14023,21233,5600.0,0.0,0.0,5600.0,2026-06-01,3.791607142857143,11.201506489200455,0.3384908223293617,False
730630,Brazil,"Houston-Galveston, TX",2022,June,0,32819,162914,195733,54188.0,0.0,0.0,54188.0,2022-06-01,3.612109692182771,3.612109692182771,1.0,False
730630,Brazil,"Houston-Galveston, TX",2022,July,0,48001,762549,810550,214106.0,0.0,0.0,214106.0,2022-07-01,3.785741641990416,3.612109692182771,1.048069401154515,False
730630,Brazil,"Houston-Galveston, TX",2025,June,1358,483,2716,4557,2563.0,0.0,0.0,2563.0,2025-06-01,1.77799453765119,1.6950951487536854,1.0489054487345186,False
730630,Brazil,"Los Angeles, CA",2022,January,0,11174,92150,103324,35697.0,0.0,0.0,35697.0,2022-01-01,2.8944729248956493,2.3530652440852995,1.230086132193419,False
730630,Brazil,"Los Angeles, CA",2022,July,0,22146,92864,115010,32702.0,0.0,0.0,32702.0,2022-07-01,3.516910280716776,3.612109692182771,0.9736443741805452,False
730630,Brazil,"Los Angeles, CA",2023,April,0,4000,66977,70977,26500.0,0.0,0.0,26500.0,2023-04-01,2.678377358490566,2.765389896046401,0.9685351647229802,False
730630,Brazil,"Miami, FL",2022,July,0,37617,110435,148052,30639.0,0.0,0.0,30639.0,2022-07-01,4.832142041189334,3.612109692182771,1.337761710738443,False
730630,Brazil,"Miami, FL",2023,January,0,3000,109301,112301,55684.0,0.0,0.0,55684.0,2023-01-01,2.0167552618346383,2.765389896046401,0.7292842375384158,False
730630,Brazil,"New Orleans, LA",2025,June,10171,4250,20341,34762,19050.0,0.0,0.0,19050.0,2025-06-01,1.824776902887139,1.6950951487536854,1.076504114962987,False
730630,Brazil,"New Orleans, LA",2025,July,30022,4800,60044,94866,55965.0,0.0,0.0,55965.0,2025-07-01,1.6950951487536854,1.8192291676305927,0.9317655955139602,False
730630,Brazil,"New York, NY",2022,January,0,39421,81706,121127,37056.0,0.0,0.0,37056.0,2022-01-01,3.268755397236615,2.3530652440852995,1.3891477958178202,False
730630,Brazil,"New York, NY",2026,March,10668,2501,33598,46767,19891.0,0.0,0.0,19891.0,2026-03-01,2.351163842944045,2.351163842944045,1.0,False
730630,Brazil,"Nogales, AZ",2022,January,0,43691,169374,213065,66688.0,0.0,0.0,66688.0,2022-01-01,3.1949526151631478,2.3530652440852995,1.3577832672485513,False
730630,Brazil,"Norfolk, VA",2022,January,0,1000,101370,102370,36858.0,0.0,0.0,36858.0,2022-01-01,2.777416029084595,2.3530652440852995,1.1803395745468384,False
730630,Brazil,"Norfolk, VA",2026,May,4488,569,8976,14033,754.0,0.0,0.0,754.0,2026-05-01,18.611405835543767,3.791607142857143,4.908579695711633,True
730630,Brazil,"Seattle, WA",2023,April,0,8000,111205,119205,44448.0,0.0,0.0,44448.0,2023-04-01,2.681897948164147,2.765389896046401,0.9698082545243909,False
730630,Canada,"Anchorage, AK",2022,October,0,1000,110263,111263,10412.0,0.0,0.0,10412.0,2022-10-01,10.686035343834037,1.7480083269912785,6.1132634088918465,True
730630,Canada,"Anchorage, AK",2023,June,0,218,11739,11957,7504.0,0.0,0.0,7504.0,2023-06-01,1.5934168443496801,1.7004764608050442,0.9370414004997872,False
730630,Canada,"Anchorage, AK",2023,July,0,2001,4551,6552,889.0,0.0,0.0,889.0,2023-07-01,7.3700787401574805,1.7004764608050442,4.334125705373374,True
730630,Canada,"Anchorage, AK",2024,July,0,1000,3024,4024,2181.0,0.0,0.0,2181.0,2024-07-01,1.8450252177900046,1.4045828490236958,1.313575214927659,False
730630,Canada,"Anchorage, AK",2024,November,0,500,3308,3808,2793.0,0.0,0.0,2793.0,2024-11-01,1.363408521303258,1.2716897533661937,1.072123540898464,False
730630,Canada,"Anchorage, AK",2025,April,5200,61,28041,33302,11891.0,0.0,0.0,11891.0,2025-04-01,2.8006054999579515,1.6308011492550385,1.717318816728384,False
730630,Canada,"Anchorage, AK",2025,August,14408,131,49228,63767,21872.0,0.0,0.0,21872.0,2025-08-01,2.915462692026335,1.7627809468462792,1.6538995938447558,False
730630,Canada,"Anchorage, AK",2025,September,8644,48,28031,36723,4373.0,0.0,0.0,4373.0,2025-09-01,8.39766750514521,1.6989698835963534,4.942799508234458,True
730630,Canada,"Anchorage, AK",2025,October,54979,6905,153623,215507,111101.0,0.0,0.0,111101.0,2025-10-01,1.939739516295983,1.6805848090862066,1.1542050754050834,False
730630,Canada,"Anchorage, AK",2025,December,19084,70,38167,57321,23341.0,0.0,0.0,23341.0,2025-12-01,2.4558073775759395,1.6488830120240787,1.4893763594309366,False
730630,Canada,"Anchorage, AK",2026,February,61859,257,123711,185827,25629.0,0.0,0.0,25629.0,2026-02-01,7.250653556518007,1.6636533784535024,4.358271771285713,True
730630,Canada,"Anchorage, AK",2026,May,0,202,54417,54619,11111.0,0.0,0.0,11111.0,2026-05-01,4.915759157591576,1.7991213145968543,2.73231111082306,False
730630,Canada,"Buffalo, NY",2022,January,0,25515,2834282,2859797,1206344.0,0.0,0.0,1206344.0,2022-01-01,2.3706314285145864,2.3092215853094737,1.0265933090162427,False
730630,Canada,"Buffalo, NY",2022,February,0,47029,4679298,4726327,2159067.0,0.0,0.0,2159067.0,2022-02-01,2.189059904115991,2.2554884047270067,0.9705480637932803,False
730630,Canada,"Buffalo, NY",2022,March,0,59607,5365885,5425492,2795890.0,0.0,0.0,2795890.0,2022-03-01,1.940524126485663,2.0692205567140682,0.9378043921848641,False
730630,Canada,"Buffalo, NY",2022,April,0,50037,4284545,4334582,2163350.0,0.0,0.0,2163350.0,2022-04-01,2.003643423394273,2.0692205567140682,0.9683082921697181,False
730630,Canada,"Buffalo, NY",2022,May,0,40900,4204179,4245079,2059116.0,0.0,0.0,2059116.0,2022-05-01,2.0616026489037043,2.0928572278430826,0.985066072102974,False
730630,Canada,"Buffalo, NY",2022,June,0,54967,5434856,5489823,2508968.0,0.0,0.0,2508968.0,2022-06-01,2.1880801189971333,2.0928572278430826,1.0454989905126917,False
730630,Canada,"Buffalo, NY",2022,July,0,41360,3968818,4010178,1995081.0,0.0,0.0,1995081.0,2022-07-01,2.0100326753650606,2.0300605599442627,0.9901343413224323,False
730630,Canada,"Buffalo, NY",2022,August,0,41317,4111407,4152724,2234202.0,0.0,0.0,2234202.0,2022-08-01,1.8587057034234147,1.9509885027218397,0.9526994653378631,False
730630,Canada,"Buffalo, NY",2022,September,0,51315,4267053,4318368,2267977.0,0.0,0.0,2267977.0,2022-09-01,1.904061637309373,1.840679964824712,1.034433836243063,False
730630,Canada,"Buffalo, NY",2022,October,0,37862,3405171,3443033,1880591.0,0.0,0.0,1880591.0,2022-10-01,1.8308249906545335,1.7480083269912785,1.0473777283462953,False
730630,Canada,"Buffalo, NY",2022,November,0,28569,4001400,4029969,2595401.0,0.0,0.0,2595401.0,2022-11-01,1.5527346255935017,1.631324163115417,0.9518246959746927,False
730630,Canada,"Buffalo, NY",2022,December,0,24566,2078826,2103392,1286472.0,0.0,0.0,1286472.0,2022-12-01,1.6350079908462836,1.5386750139023118,1.062607747622844,False
730630,Canada,"Buffalo, NY",2023,January,0,44290,3572534,3616824,2178502.0,0.0,0.0,2178502.0,2023-01-01,1.6602344179624346,1.5386750139023118,1.0790026503074421,False
730630,Canada,"Buffalo, NY",2023,February,0,40933,3321444,3362377,2065026.0,0.0,0.0,2065026.0,2023-02-01,1.6282492326973124,1.5326885713780833,1.0623483877310496,False
730630,Canada,"Buffalo, NY",2023,March,0,39048,3428745,3467793,2111279.0,0.0,0.0,2111279.0,2023-03-01,1.6425081668505204,1.5546945678485165,1.0564828621762832,False
730630,Canada,"Buffalo, NY",2023,April,0,44191,3825936,3870127,2279319.0,0.0,0.0,2279319.0,2023-04-01,1.6979312680673482,1.6046845912621401,1.058109037322946,False
730630,Canada,"Buffalo, NY",2023,May,0,39542,3667992,3707534,2161127.0,0.0,0.0,2161127.0,2023-05-01,1.7155558187926947,1.6487233522184714,1.0405358888647362,False
730630,Canada,"Buffalo, NY",2023,June,0,49250,4086588,4135838,2286313.0,0.0,0.0,2286313.0,2023-06-01,1.8089552917732612,1.7004764608050442,1.0637931976528865,False
730630,Canada,"Buffalo, NY",2023,July,0,36398,2762361,2798759,1652263.0,0.0,0.0,1652263.0,2023-07-01,1.6938943739586252,1.7004764608050442,0.9961292690618587,False
730630,Canada,"Buffalo, NY",2023,August,0,34392,2700336,2734728,1605470.0,0.0,0.0,1605470.0,2023-08-01,1.7033815642771275,1.6446037058432355,1.0357398309544457,False
730630,Canada,"Buffalo, NY",2023,September,0,31059,2264493,2295552,1423061.0,0.0,0.0,1423061.0,2023-09-01,1.6131086439723947,1.614727384221876,0.9989975148342076,False
730630,Canada,"Buffalo, NY",2023,October,0,42864,2656611,2699475,1899165.0,0.0,0.0,1899165.0,2023-10-01,1.421400984116704,1.4549868243401942,0.9769167392710097,False
730630,Canada,"Buffalo, NY",2023,November,0,52903,3808513,3861416,2724730.0,0.0,0.0,2724730.0,2023-11-01,1.4171738117171242,1.4549868243401942,0.9740114398353968,False
730630,Canada,"Buffalo, NY",2023,December,0,33951,2438662,2472613,1602644.0,0.0,0.0,1602644.0,2023-12-01,1.542833592488413,1.5103135525536862,1.0215319791574013,False
730630,Canada,"Buffalo, NY",2024,January,0,41446,3300800,3342246,2121983.0,0.0,0.0,2121983.0,2024-01-01,1.5750578586162094,1.57223457636945,1.0017957131138018,False
730630,Canada,"Buffalo, NY",2024,February,0,39435,3461981,3501416,2097818.0,0.0,0.0,2097818.0,2024-02-01,1.6690752009945573,1.57223457636945,1.0615942595848058,False
730630,Canada,"Buffalo, NY",2024,March,0,43439,3170409,3213848,2079580.0,0.0,0.0,2079580.0,2024-03-01,1.5454312890102808,1.5464711716865769,0.999327577070084,False
730630,Canada,"Buffalo, NY",2024,April,0,49586,3703105,3752691,2511460.0,0.0,0.0,2511460.0,2024-04-01,1.494226864055171,1.5464711716865769,0.9662170827443046,False
730630,Canada,"Buffalo, NY",2024,May,0,40734,3354575,3395309,2266907.0,0.0,0.0,2266907.0,2024-05-01,1.4977716333312305,1.5173227007809191,0.9871147598071087,False
730630,Canada,"Buffalo, NY",2024,June,0,33514,2594737,2628251,1781228.0,0.0,0.0,1781228.0,2024-06-01,1.4755275573929896,1.493084399640079,0.9882412258467628,False
730630,Canada,"Buffalo, NY",2024,July,0,33256,2283581,2316837,1683450.0,0.0,0.0,1683450.0,2024-07-01,1.3762434286732603,1.4045828490236958,0.9798236035915334,False
730630,Canada,"Buffalo, NY",2024,August,0,31019,2301622,2332641,1750686.0,0.0,0.0,1750686.0,2024-08-01,1.3324154074459955,1.3605216947473917,0.9793415368458239,False
730630,Canada,"Buffalo, NY",2024,September,0,44854,3154667,3199521,2387369.0,0.0,0.0,2387369.0,2024-09-01,1.3401870427236007,1.3481841272320496,0.9940682549609394,False
730630,Canada,"Buffalo, NY",2024,October,0,44229,2855764,2899993,2126664.0,0.0,0.0,2126664.0,2024-10-01,1.3636347819871875,1.3120069572435742,1.0393502675108366,False
730630,Canada,"Buffalo, NY",2024,November,0,34440,2368174,2402614,1907627.0,0.0,0.0,1907627.0,2024-11-01,1.259477874867571,1.2716897533661937,0.9903971244037333,False
730630,Canada,"Buffalo, NY",2024,December,0,27828,2191736,2219564,1687996.0,0.0,0.0,1687996.0,2024-12-01,1.3149106988405186,1.2716897533661937,1.0339870203089379,False
730630,Canada,"Buffalo, NY",2025,January,0,22589,2249432,2272021,1524710.0,0.0,0.0,1524710.0,2025-01-01,1.490133205658781,1.262463785063216,1.1803373873288292,False
730630,Canada,"Buffalo, NY",2025,February,0,37071,2865107,2902178,2257400.0,0.0,0.0,2257400.0,2025-02-01,1.2856285992735006,1.255985073353246,1.0236018138663956,False
730630,Canada,"Buffalo, NY",2025,March,3264,40856,2747365,2791485,2268201.0,0.0,0.0,2268201.0,2025-03-01,1.230704421698077,1.255985073353246,0.979871853422848,False
730630,Canada,"Buffalo, NY",2025,April,538302,38026,2233850,2810178,1689422.0,0.0,0.0,1689422.0,2025-04-01,1.6633961200931442,1.6308011492550385,1.0199870909172435,False
730630,Canada,"Buffalo, NY",2025,May,489552,30401,1999549,2519502,1563396.0,0.0,0.0,1563396.0,2025-05-01,1.6115571486686675,1.7457582398720637,0.9231273333624758,False
730630,Canada,"Buffalo, NY",2025,June,704615,21829,1701102,2427546,1317855.0,0.0,0.0,1317855.0,2025-06-01,1.842043320395643,1.7911549949884793,1.0284108999776935,False
730630,Canada,"Buffalo, NY",2025,July,842986,20382,1702988,2566356,1363700.0,0.0,0.0,1363700.0,2025-07-01,1.881906577693041,1.7911549949884793,1.0506665157166621,False
730630,Canada,"Buffalo, NY",2025,August,829804,21200,1681071,2532075,1409064.0,0.0,0.0,1409064.0,2025-08-01,1.796990768339834,1.7627809468462792,1.019406734316455,False
730630,Canada,"Buffalo, NY",2025,September,764386,21089,1647285,2432760,1465566.0,0.0,0.0,1465566.0,2025-09-01,1.6599457138061335,1.6989698835963534,0.9770306877320191,False
730630,Canada,"Buffalo, NY",2025,October,833539,29977,1769818,2633334,1660528.0,0.0,0.0,1660528.0,2025-10-01,1.5858413709374368,1.6805848090862066,0.9436247206112228,False
730630,Canada,"Buffalo, NY",2025,November,631465,22116,1384884,2038465,1288542.0,0.0,0.0,1288542.0,2025-11-01,1.5819934468569903,1.6652767222315439,0.949988326707077,False
730630,Canada,"Buffalo, NY",2025,December,460082,15512,981537,1457131,961211.0,0.0,0.0,961211.0,2025-12-01,1.5159325059742346,1.6488830120240787,0.9193693518094765,False
730630,Canada,"Buffalo, NY",2026,January,536724,14812,1065949,1617485,1077416.0,0.0,0.0,1077416.0,2026-01-01,1.5012632075261552,1.6652767222315439,0.9015097535948239,False
730630,Canada,"Buffalo, NY",2026,February,746514,24129,1549732,2320375,1381863.0,0.0,0.0,1381863.0,2026-02-01,1.6791642876319868,1.6636533784535024,1.00932340196544,False
730630,Canada,"Buffalo, NY",2026,March,836127,25148,1763164,2624439,1514892.0,0.0,0.0,1514892.0,2026-03-01,1.7324264700057825,1.7099645860909878,1.0131358766710736,False
730630,Canada,"Buffalo, NY",2026,April,905190,22775,1810288,2738253,1427680.0,0.0,0.0,1427680.0,2026-04-01,1.9179739157234115,1.7924561983302096,1.070025542331316,False
730630,Canada,"Buffalo, NY",2026,May,647791,16997,1295518,1960306,1114951.0,0.0,0.0,1114951.0,2026-05-01,1.758199239249079,1.7991213145968543,0.9772544102413988,False
730630,Canada,"Buffalo, NY",2026,June,674670,18092,1349257,2042019,1151180.0,0.0,0.0,1151180.0,2026-06-01,1.7738485727688111,1.8327017868120594,0.9678871846654212,False
730630,Canada,"Cleveland, OH",2022,February,0,200,5250,5450,748.0,0.0,0.0,748.0,2022-02-01,7.286096256684492,2.2554884047270067,3.230385153572255,True
730630,Canada,"Cleveland, OH",2022,March,0,200,5250,5450,748.0,0.0,0.0,748.0,2022-03-01,7.286096256684492,2.0692205567140682,3.521179138223354,True
730630,Canada,"Cleveland, OH",2022,October,0,116,43578,43694,42724.0,0.0,0.0,42724.0,2022-10-01,1.02270386667915,1.7480083269912785,0.5850680748411862,False
730630,Canada,"Cleveland, OH",2024,December,0,72,5439,5511,4152.0,0.0,0.0,4152.0,2024-12-01,1.3273121387283238,1.2716897533661937,1.0437389585116152,False
730630,Canada,"Cleveland, OH",2025,May,7870,98,19160,27128,18130.0,0.0,0.0,18130.0,2025-05-01,1.4963044677330393,1.7457582398720637,0.8571086382743893,False
730630,Canada,"Cleveland, OH",2025,October,0,75,3414,3489,1733.0,0.0,0.0,1733.0,2025-10-01,2.013271783035199,1.6805848090862066,1.1979590510102767,False
730630,Canada,"Detroit, MI",2022,January,0,191912,20337224,20529136,8610846.0,0.0,0.0,8610846.0,2022-01-01,2.3841020963561537,2.3092215853094737,1.0324267326804173,False
730630,Canada,"Detroit, MI",2022,February,0,199134,19575541,19774675,8655975.0,0.0,0.0,8655975.0,2022-02-01,2.2845115657103907,2.2554884047270067,1.0128677943644302,False
730630,Canada,"Detroit, MI",2022,March,0,313756,23839741,24153497,11658117.0,0.0,0.0,11658117.0,2022-03-01,2.071818030304551,2.0692205567140682,1.0012552908301895,False
730630,Canada,"Detroit, MI",2022,April,0,196182,17870243,18066425,8750985.0,0.0,0.0,8750985.0,2022-04-01,2.0645018817881646,2.0692205567140682,0.9977195882234048,False
730630,Canada,"Detroit, MI",2022,May,0,198519,20853231,21051750,9808244.0,0.0,0.0,9808244.0,2022-05-01,2.14633220788553,2.0928572278430826,1.0255511839656444,False
730630,Canada,"Detroit, MI",2022,June,0,219061,19811390,20030451,9947219.0,0.0,0.0,9947219.0,2022-06-01,2.013673469941699,2.0928572278430826,0.9621647588531441,False
730630,Canada,"Detroit, MI",2022,July,0,197814,17093388,17291202,8899209.0,0.0,0.0,8899209.0,2022-07-01,1.9430043726358153,2.0300605599442627,0.9571164579884072,False
730630,Canada,"Detroit, MI",2022,August,0,179631,18369878,18549509,9477023.0,0.0,0.0,9477023.0,2022-08-01,1.957313915983954,1.9509885027218397,1.0032421581435718,False
730630,Canada,"Detroit, MI",2022,September,0,199487,16720653,16920140,9609181.0,0.0,0.0,9609181.0,2022-09-01,1.7608306056468288,1.840679964824712,0.9566196401852577,False
730630,Canada,"Detroit, MI",2022,October,0,236004,19461668,19697672,11906711.0,0.0,0.0,11906711.0,2022-10-01,1.6543335938866746,1.7480083269912785,0.9464105910377214,False
730630,Canada,"Detroit, MI",2022,November,0,185336,14633024,14818360,9429453.0,0.0,0.0,9429453.0,2022-11-01,1.5714973074259981,1.631324163115417,0.9633262002475556,False
730630,Canada,"Detroit, MI",2022,December,0,124268,11551293,11675561,7760545.0,0.0,0.0,7760545.0,2022-12-01,1.5044769407303225,1.5386750139023118,0.9777743364498668,False
730630,Canada,"Detroit, MI",2023,January,0,199308,14495276,14694584,10137534.0,0.0,0.0,10137534.0,2023-01-01,1.4495225367431566,1.5386750139023118,0.9420589296936388,False
730630,Canada,"Detroit, MI",2023,February,0,163091,12460715,12623806,8722537.0,0.0,0.0,8722537.0,2023-02-01,1.447263107052455,1.5326885713780833,0.9442643039682747,False
730630,Canada,"Detroit, MI",2023,March,0,226281,16699543,16925824,11744378.0,0.0,0.0,11744378.0,2023-03-01,1.4411852207073035,1.5546945678485165,0.9269892945607353,False
730630,Canada,"Detroit, MI",2023,April,0,208544,15986355,16194899,10610952.0,0.0,0.0,10610952.0,2023-04-01,1.526243733832742,1.6046845912621401,0.9511175854392036,False
730630,Canada,"Detroit, MI",2023,May,0,228171,19618835,19847006,12429381.0,0.0,0.0,12429381.0,2023-05-01,1.5967815291847598,1.6487233522184714,0.9684957315829728,False
730630,Canada,"Detroit, MI",2023,June,0,195108,17189280,17384388,10721995.0,0.0,0.0,10721995.0,2023-06-01,1.6213762457453114,1.7004764608050442,0.9534834989587065,False
730630,Canada,"Detroit, MI",2023,July,0,158623,12461328,12619951,7582799.0,0.0,0.0,7582799.0,2023-07-01,1.6642866308338122,1.7004764608050442,0.9787178294993282,False
730630,Canada,"Detroit, MI",2023,August,0,152699,13507468,13660167,8173169.0,0.0,0.0,8173169.0,2023-08-01,1.6713427802606309,1.6446037058432355,1.0162586733341243,False
730630,Canada,"Detroit, MI",2023,September,0,136369,12156119,12292488,7580798.0,0.0,0.0,7580798.0,2023-09-01,1.6215295540126515,1.614727384221876,1.004212580933006,False
730630,Canada,"Detroit, MI",2023,October,0,179236,13555522,13734758,9569531.0,0.0,0.0,9569531.0,2023-10-01,1.4352592619220315,1.4549868243401942,0.9864414150780308,False
730630,Canada,"Detroit, MI",2023,November,0,159655,11653320,11812975,8213585.0,0.0,0.0,8213585.0,2023-11-01,1.4382239911074153,1.4549868243401942,0.988479048090088,False
730630,Canada,"Detroit, MI",2023,December,0,144262,11296505,11440767,7721930.0,0.0,0.0,7721930.0,2023-12-01,1.481594238746013,1.5103135525536862,0.9809845354568172,False
730630,Canada,"Detroit, MI",2024,January,0,175831,14759544,14935375,9179716.0,0.0,0.0,9179716.0,2024-01-01,1.6269975018835006,1.57223457636945,1.0348312690339805,False
730630,Canada,"Detroit, MI",2024,February,0,209901,16156598,16366499,10678430.0,0.0,0.0,10678430.0,2024-02-01,1.5326690346801917,1.57223457636945,0.9748348355366782,False
730630,Canada,"Detroit, MI",2024,March,0,159877,12703980,12863857,8258868.0,0.0,0.0,8258868.0,2024-03-01,1.557581135816676,1.5464711716865769,1.007184074513321,False
730630,Canada,"Detroit, MI",2024,April,0,183776,13713052,13896828,9084369.0,0.0,0.0,9084369.0,2024-04-01,1.5297515985975472,1.5464711716865769,0.9891885646527795,False
730630,Canada,"Detroit, MI",2024,May,0,167684,13869593,14037277,8963013.0,0.0,0.0,8963013.0,2024-05-01,1.5661337320385456,1.5173227007809191,1.0321691827536126,False
730630,Canada,"Detroit, MI",2024,June,0,144998,11371287,11516285,7737780.0,0.0,0.0,7737780.0,2024-06-01,1.4883190010571508,1.493084399640079,0.9968083528405514,False
730630,Canada,"Detroit, MI",2024,July,0,160844,11031732,11192576,7938750.0,0.0,0.0,7938750.0,2024-07-01,1.4098662887734215,1.4045828490236958,1.003761572165998,False
730630,Canada,"Detroit, MI",2024,August,0,157643,10773294,10930937,8128615.0,0.0,0.0,8128615.0,2024-08-01,1.3447477829864005,1.3605216947473917,0.9884059829241312,False
730630,Canada,"Detroit, MI",2024,September,0,165448,10316997,10482445,7700904.0,0.0,0.0,7700904.0,2024-09-01,1.3611966854800424,1.3481841272320496,1.0096519147386112,False
730630,Canada,"Detroit, MI",2024,October,0,196377,11644961,11841338,9147864.0,0.0,0.0,9147864.0,2024-10-01,1.2944374774264245,1.3120069572435742,0.9866086991992314,False
730630,Canada,"Detroit, MI",2024,November,0,197971,10802229,11000200,8568054.0,0.0,0.0,8568054.0,2024-11-01,1.2838621231845644,1.2716897533661937,1.009571807735456,False
730630,Canada,"Detroit, MI",2024,December,0,182518,8938624,9121142,7300443.0,0.0,0.0,7300443.0,2024-12-01,1.2493956873576029,1.2716897533661937,0.9824689426414124,False
730630,Canada,"Detroit, MI",2025,January,0,222351,11732968,11955319,9326228.0,0.0,0.0,9326228.0,2025-01-01,1.2819029301020735,1.262463785063216,1.0153977842919937,False
730630,Canada,"Detroit, MI",2025,February,0,184846,10442057,10626903,8252359.0,0.0,0.0,8252359.0,2025-02-01,1.2877412385961395,1.255985073353246,1.0252838715336883,False
730630,Canada,"Detroit, MI",2025,March,16064,187265,10857761,11061090,9634816.0,0.0,0.0,9634816.0,2025-03-01,1.148033340750877,1.255985073353246,0.9140501468587058,False
730630,Canada,"Detroit, MI",2025,April,2266990,147344,9796262,12210596,7847507.0,0.0,0.0,7847507.0,2025-04-01,1.5559840851368467,1.6308011492550385,0.9541225095699934,False
730630,Canada,"Detroit, MI",2025,May,1976839,117347,8928993,11023179,6379040.0,0.0,0.0,6379040.0,2025-05-01,1.7280310203416187,1.7457582398720637,0.9898455472667601,False
730630,Canada,"Detroit, MI",2025,June,3494407,147750,9140779,12782936,7167736.0,0.0,0.0,7167736.0,2025-06-01,1.783399388593553,1.7911549949884793,0.9956700528895457,False
730630,Canada,"Detroit, MI",2025,July,3879022,109303,8434520,12422845,6305524.0,0.0,0.0,6305524.0,2025-07-01,1.9701526788257406,1.7911549949884793,1.0999342236367504,False
730630,Canada,"Detroit, MI",2025,August,3406466,109304,6922001,10437771,5934226.0,0.0,0.0,5934226.0,2025-08-01,1.758910260579897,1.7627809468462792,0.9978042159615425,False
730630,Canada,"Detroit, MI",2025,September,3463596,117078,7097998,10678672,6085227.0,0.0,0.0,6085227.0,2025-09-01,1.7548518732333238,1.6989698835963534,1.0328916893563058,False
730630,Canada,"Detroit, MI",2025,October,2880617,102794,5983532,8966943,5278014.0,0.0,0.0,5278014.0,2025-10-01,1.6989236860682826,1.6805848090862066,1.0109121996598598,False
730630,Canada,"Detroit, MI",2025,November,2646193,100735,5671699,8418627,5424825.0,0.0,0.0,5424825.0,2025-11-01,1.5518707055066292,1.6652767222315439,0.9318995964989256,False
730630,Canada,"Detroit, MI",2025,December,1992681,69988,4258937,6321606,3910943.0,0.0,0.0,3910943.0,2025-12-01,1.6163891930923053,1.6488830120240787,0.9802934358018003,False
730630,Canada,"Detroit, MI",2026,January,3126259,116357,6554301,9796917,6147962.0,0.0,0.0,6147962.0,2026-01-01,1.5935226990667801,1.6652767222315439,0.9569116518553084,False
730630,Canada,"Detroit, MI",2026,February,3376886,132670,8179068,11688624,7399932.0,0.0,0.0,7399932.0,2026-02-01,1.5795582986438255,1.6636533784535024,0.9494515619065734,False
730630,Canada,"Detroit, MI",2026,March,4553803,161335,9851406,14566544,9047583.0,0.0,0.0,9047583.0,2026-03-01,1.60999285665575,1.7099645860909878,0.9415357895430015,False
730630,Canada,"Detroit, MI",2026,April,4107195,127600,8443971,12678766,7289022.0,0.0,0.0,7289022.0,2026-04-01,1.7394330816946362,1.7924561983302096,0.9704187378832644,False
730630,Canada,"Detroit, MI",2026,May,4832015,150059,9757531,14739605,7932517.0,0.0,0.0,7932517.0,2026-05-01,1.8581246028215257,1.7991213145968543,1.032795614028892,False
730630,Canada,"Detroit, MI",2026,June,4428675,127850,8892884,13449409,7035308.0,0.0,0.0,7035308.0,2026-06-01,1.9117015203883043,1.8327017868120594,1.0431056127869351,False
730630,Canada,"Duluth, MN",2022,January,0,3900,3874,7774,1309.0,0.0,0.0,1309.0,2022-01-01,5.938884644766998,2.3092215853094737,2.5718123728568427,False
730630,Canada,"Duluth, MN",2022,September,0,15,2748,2763,759.0,0.0,0.0,759.0,2022-09-01,3.6403162055335967,1.840679964824712,1.9777018683855039,False
730630,Canada,"Duluth, MN",2023,May,0,500,33830,34330,19828.0,0.0,0.0,19828.0,2023-05-01,1.7313899536009683,1.6487233522184714,1.0501397649710384,False
730630,Canada,"Great Falls, MT",2022,January,0,12033,322498,334531,211946.0,0.0,0.0,211946.0,2022-01-01,1.578378454889453,2.3092215853094737,0.6835110432582954,False
730630,Canada,"Great Falls, MT",2022,February,0,2707,663534,666241,348380.0,0.0,0.0,348380.0,2022-02-01,1.912397382168896,2.2554884047270067,0.847886151026506,False
