HTS Number,Country,usd_kg,n_meses_pos,ep_nivel_%,sigma_h1_%,sigma_h3_%,sigma_h6_%,sigma_h12_%
730630,Brazil,1.8565082231273533,3,10.838471461116518,,,,
730630,Canada,1.7354247760180108,15,1.5156355465409386,6.562723496345442,12.291505740080162,17.72650402285372,21.120041138745506
730630,India,1.962357264838714,15,1.6408304714470574,4.866346672621921,7.4312097061451325,9.072804086777834,10.899016316303427
730630,Mexico,2.325819468424739,15,1.9712182954960071,7.338720802436793,12.447325402719963,15.35361190042798,15.521865952459898
848210,Brazil,21.79011579062717,12,7.103344228695891,18.128671373185846,22.661841540517017,23.729497177743074,23.89612754946321
848210,Canada,33.18831122870444,15,5.623347675928788,21.839329506354215,25.932326467316084,26.993373294410578,25.547384038568627
848210,India,20.002002874757142,15,4.97433683106361,25.390297825706966,24.980961608704256,24.141496453013268,25.584108171563773
848210,Mexico,14.115602934921686,14,3.172510990607442,15.127030279769047,18.991118019736184,17.935962751597405,21.47799832244788
